Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
17,"[62.79262460441508, 33.199289835960265, 63.196098194487746]","[344.6233389008154, 3.6831737152293154, 356.5293769016652]",40810.0,-4060.0
17,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
17,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
18,"[62.48846698472124, 34.678815492605764, 63.196098194487746]","[346.9303527939651, 2.696801208887993, 356.5293769016652]",40730.0,-4120.0
18,"[62.79262460441508, 32.409826261446135, 63.979578206299024]","[344.6233389008154, 3.2138486127584405, 356.04811856504114]",40740.0,-4130.0
18,"[62.79262460441508, 32.409826261446135, 63.979578206299024]","[344.6233389008154, 3.2138486127584405, 356.04811856504114]",40740.0,-4130.0
18,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
18,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
18,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
18,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
18,"[62.79262460441508, 33.199289835960265, 63.196098194487746]","[344.6233389008154, 3.6831737152293154, 356.5293769016652]",40810.0,-4060.0
18,"[62.79262460441508, 33.199289835960265, 63.196098194487746]","[344.6233389008154, 3.6831737152293154, 356.5293769016652]",40810.0,-4060.0
18,"[62.79262460441508, 33.199289835960265, 63.196098194487746]","[344.6233389008154, 3.6831737152293154, 356.5293769016652]",40810.0,-4060.0
19,"[62.79262460441508, 31.692507835570627, 63.196098194487746]","[344.6233389008154, 3.6188032203499514, 356.5293769016652]",40650.0,-4220.0
